,Unnamed: 0,callDateTime,priority,district,description,callNumber,incidentLocation,location
618,618,2015-07-13 14:36:00,Medium,ED,DISORDERLY,P151941753,2100 AIKEN ST,"(39.3142230,-76.6005160)"
619,619,2015-07-13 14:38:00,Medium,SE,911/NO  VOICE,P151941754,1600 EASTERN AV,"(39.2856358,-76.5951013)"
620,620,2015-07-13 14:40:00,Non-Emergency,CD,Personal Relief,P151941755,1000 PARK AV,"(39.3042335,-76.6204684)"
621,621,2015-07-13 14:38:00,Medium,WD,911/NO  VOICE,P151941756,1500 MOSHER ST,"(39.3000397,-76.6416875)"
622,622,2015-07-13 14:39:00,Low,SW,INV,P151941757,4100 FREDERICK AV,"(39.2819620,-76.6834430)"
623,623,2015-07-13 14:40:00,Medium,SD,911/NO  VOICE,P151941758,1000 E MCCOMAS ST,"(39.2663422,-76.6011732)"
624,624,2015-07-13 14:36:00,Medium,ND,NARCOTICSOutside,P151941761,800 BLK E 41ST ST,"(39.3399560,-76.6047930)"
625,625,2015-07-13 14:39:00,Medium,NW,DISORDERLY,P151941762,3700 1/2 W BELVEDERE AV,"(39.346166,-76.680605)"
626,626,2015-07-13 14:40:00,Medium,CD,911/NO  VOICE,P151941763,0 S GREENE ST,"(39.2885206,-76.6236639)"
627,627,2015-07-13 14:38:00,Medium,NW,SUSPICIOUS PERS,P151941764,6600 VINCENT LN,"(39.3547252,-76.7081136)"
628,628,2015-07-13 14:41:00,Low,SD,LARCENCY,P151941765,1900 WILKENS AV,"(39.2824019,-76.6468572)"
629,629,2015-07-13 14:43:00,Non-Emergency,SE,Repairs/Service,P151941766,100,"(39.3810499,-76.6572571)"
630,630,2015-07-13 14:37:00,Low,WD,FALSE PRETENSE,P151941767,2700 W FRANKLIN ST,"(39.2934320,-76.6614790)"
631,631,2015-07-13 14:43:00,Low,CD,INVESTIGATE,P151941768,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
632,632,2015-07-13 14:43:00,Low,NE,LARCENCY,P151941769,2400 BELAIR RD,"(39.3189451,-76.5767775)"
633,633,2015-07-13 14:42:00,Medium,ND,MISSING PERSON,P151941770,1900 N HOWARD ST,"(39.3116580,-76.6196800)"
634,634,2015-07-13 14:44:00,Medium,ND,DISORDERLY,P151941772,FALLS RD/W NORTHERN PY,"(39.361405,-76.646218)"
635,635,2015-07-13 14:44:00,Medium,ED,BURGLARY,P151941773,2600 E FEDERAL ST,"(39.3092486,-76.5813506)"
636,636,2015-07-13 14:43:00,Medium,NE,911/NO  VOICE,P151941774,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
637,637,2015-07-13 14:43:00,Low,CD,CLOSED CALL,P151941775,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
638,638,2015-07-13 14:05:00,Non-Emergency,SD,Personal Relief,P151941639,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
639,639,2015-07-13 14:06:00,High,SE,Field Interview,P151941640,EASTERN AV/BONSAL ST,"(39.287489,-76.545624)"
640,640,2015-07-13 14:05:00,Medium,ED,911/NO  VOICE,P151941641,2000 N BROADWAY,"(39.3130613,-76.5969413)"
641,641,2015-07-13 14:06:00,Medium,CW,Lab Request,P151941642,3700 GWYNN OAK AV,"(39.3333420,-76.6951710)"
642,642,2015-07-13 14:07:00,Low,NE,AUTO ACCIDENT,P151941643,BELAIR RD/MORAVIA RD,"(39.331105,-76.561586)"
643,643,2015-07-13 14:05:00,Medium,SE,911/NO  VOICE,P151941644,1000-100 EASTERN AV,"(39.2855160,-76.6001950)"
644,644,2015-07-13 14:06:00,Medium,ED,911/NO  VOICE,P151941645,500 E PRESTON ST,"(39.3048077,-76.6092968)"
645,645,2015-07-13 14:08:00,Non-Emergency,NW,FOLLOW UP,P151941647,4400 MAINE AV,"(39.3292420,-76.6919710)"
646,646,2015-07-13 14:10:00,Medium,SW,SICK CASE,P151941648,BAKER ST/BLOOMINGDALE RD,"(39.305899,-76.667341)"
647,647,2015-07-13 14:10:00,Non-Emergency,ED,SEARCH&SEIZURE,P151941649,2500 E BIDDLE ST,"(39.3049449,-76.5825220)"
648,648,2015-07-13 14:09:00,Medium,CD,911/NO  VOICE,P151941650,200 ST PAUL PL,"(39.2912704,-76.6143369)"
649,649,2015-07-13 14:07:00,Medium,WD,WANTED ON WARR,P151941651,1600 GWYNNS FALLS PY,"(39.2903848,-76.6121893)"
650,650,2015-07-13 14:09:00,Medium,NE,COMMON ASSAULT,P151941653,2300 E NORTHERN PY,"(39.2903848,-76.6121893)"
651,651,2015-07-13 14:10:00,Non-Emergency,SE,Repairs/Service,P151941654,100,"(39.3810499,-76.6572571)"
652,652,2015-07-13 14:06:00,Medium,SD,FAMILY DISTURB,P151941655,600 E PATAPSCO AV,"(39.2364800,-76.6020150)"
653,653,2015-07-13 14:02:00,Medium,NW,AED NONBREATHING,P151941656,4000 WOODHAVEN AV,"(39.3210930,-76.6836240)"
654,654,2015-07-13 14:12:00,High,SE,Traffic Stop,P151941658,300 S CONKLING ST,"(39.2882443,-76.5674036)"
655,655,2015-07-13 14:13:00,Low,SW,Transport,P151941659,SOUTHWEST DISTRICT,"(39.278780,-76.663529)"
656,656,2015-07-13 14:13:00,High,CD,Traffic Stop,P151941660,400 W MONUMENT ST,"(39.2973235,-76.6214370)"
657,657,2015-07-13 14:12:00,Medium,SW,911/NO  VOICE,P151941661,700 POPLAR GROVE ST,"(39.2956120,-76.6653450)"
658,658,2015-07-13 14:08:00,Low,SD,LARCENCY,P151941662,1200 W PRATT ST,"(39.2856666,-76.6365675)"
659,659,2015-07-13 14:11:00,Low,SW,FALSE PRETENSE,P151941663,2500 WASHINGTON BL,"(39.2669375,-76.6524614)"
660,660,2015-07-13 14:11:00,Low,NE,LARCENCY,P151941665,3000 ORLANDO AV,"(39.3672937,-76.5484409)"
661,661,2015-07-13 14:13:00,Medium,SD,911/NO  VOICE,P151941666,1200 LIGHT ST,"(39.2758360,-76.6124920)"
662,662,2015-07-13 14:14:00,Medium,ND,DISORDERLY,P151941668,2100 ST PAUL ST,"(39.3134000,-76.6154330)"
663,663,2015-07-13 14:10:00,Medium,NE,HIT AND RUN,P151941669,2700 ST LO DR,"(39.3187818,-76.5871623)"
664,664,2015-07-13 14:14:00,Medium,ED,NARCOTICSOutside,P151941670,1300 N MONTFORD AV,"(39.3060890,-76.5844180)"
665,665,2015-07-13 14:14:00,Low,SD,LARCENCY,P151941671,1200 W PRATT ST,"(39.2856666,-76.6365675)"
666,666,2015-07-13 14:16:00,Low,WD,OTHER,P151941672,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
667,667,2015-07-13 14:17:00,Low,ND,OTHER,P151941673,4400 FALLS RD,"(39.3420150,-76.6401760)"
668,668,2015-07-13 14:14:00,Low,SW,FALSE PRETENSE,P151941675,900 NOTTINGHAM RD,"(39.2967500,-76.7052600)"
669,669,2015-07-13 14:17:00,Medium,NE,911/NO  VOICE,P151941676,2500 HARFORD RD,"(39.3169740,-76.5954540)"
670,670,2015-07-13 14:18:00,High,SE,Traffic Stop,P151941677,3500 BANK ST,"(39.2878420,-76.5680960)"
671,671,2015-07-13 14:17:00,Low,CD,INVESTIGATE,P151941678,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
672,672,2015-07-13 14:18:00,Low,ND,OTHER,P151941679,3800 CANTERBURY RD,"(39.3351825,-76.6205380)"
673,673,2015-07-13 14:19:00,Non-Emergency,WD,Repairs/Service,P151941680,100,"(39.3810499,-76.6572571)"
674,674,2015-07-13 14:19:00,Medium,SE,Warrant Service,P151941681,4000 EASTERN AV,"(39.2867794,-76.5633499)"
675,675,2015-07-13 14:18:00,Low,NE,LARCENY F/AUTO,P151941682,6000 AMBERWOOD RD,"(39.3178220,-76.5432350)"
676,676,2015-07-13 14:17:00,Medium,CD,MENTAL CASE,P151941683,1000 PARK AV,"(39.3042335,-76.6204684)"
677,677,2015-07-13 14:17:00,Medium,CD,DISORDERLY,P151941684,0 PARK AV,"(39.2894221,-76.6180825)"
678,678,2015-07-13 14:18:00,Medium,SD,911/NO  VOICE,P151941685,2800 CARVER RD,"(39.2473103,-76.6260750)"
679,679,2015-07-13 14:20:00,Non-Emergency,ND,FOLLOW UP,P151941686,E 0TH ST/GREENMOUNT AV,"(39.335325,-76.609492)"
680,680,2015-07-13 14:20:00,Medium,SE,Warrant Service,P151941687,4000 EASTERN AV,"(39.2867794,-76.5633499)"
681,681,2015-07-13 14:18:00,Low,ND,DESTRUCT PROPTY,P151941688,0 CROSS KEYS RD,"(39.3522252,-76.6437615)"
682,682,2015-07-13 14:19:00,Medium,NE,DISORDERLY,P151941689,4900 BELAIR RD,"(39.3347420,-76.5570290)"
683,683,2015-07-13 14:20:00,High,WD,Traffic Stop,P151941690,100 BLK S MONROE ST,"(39.2860488,-76.6470307)"
684,684,2015-07-13 14:20:00,Medium,SD,911/NO  VOICE,P151941691,3000 S HANOVER ST,"(39.2513247,-76.6150127)"
685,685,2015-07-13 14:21:00,Medium,CD,911/NO  VOICE,P151941692,200 N PACA ST,"(39.2918833,-76.6226802)"
686,686,2015-07-13 14:22:00,Medium,SD,911/NO  VOICE,P151941693,2800 CARVER RD,"(39.2473103,-76.6260750)"
687,687,2015-07-13 14:20:00,Medium,NE,911/NO  VOICE,P151941694,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
688,688,2015-07-13 14:20:00,Medium,NW,BURGLARY,P151941695,3300 W GARRISON AV,"(39.3467220,-76.6748285)"
689,689,2015-07-13 14:23:00,Non-Emergency,SD,FOLLOW UP,P151941696,2600 W PATAPSCO AV,"(39.2528180,-76.6520970)"
690,690,2015-07-13 14:24:00,High,ND,ARMED PERSON,P151941699,2100 GUILFORD AV,"(39.3138760,-76.6130890)"
691,691,2015-07-13 14:21:00,Medium,NW,DISORDERLY,P151941700,5100 QUEENSBERRY AV,"(39.3499320,-76.6721020)"
692,692,2015-07-13 14:23:00,Non-Emergency,ED,LOST PROPERTY,P151941701,1300 E LANVALE ST,"(39.3095901,-76.6010551)"
693,693,2015-07-13 14:24:00,Low,NE,GET BELONGINGS,P151941703,4400 MANNASOTA AV,"(39.3274270,-76.5603390)"
694,694,2015-07-13 14:25:00,Medium,CD,DISORDERLY,P151941704,W FAYETTE ST/N MARTIN LUTHER KING JR BL,"(39.290132,-76.627726)"
695,695,2015-07-13 14:24:00,Medium,NE,911/NO  VOICE,P151941705,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
696,696,2015-07-13 14:26:00,Non-Emergency,SW,Repairs/Service,P151941706,100 #FUEL,"(30.5765089,-96.2803877)"
697,697,2015-07-13 14:26:00,Low,NE,AUTO ACCIDENT,P151941707,BELAIR RD/EIERMAN AV,"(39.328910,-76.564505)"
698,698,2015-07-13 14:25:00,Medium,NE,DISORDERLY,P151941708,1300 STONEWOOD RD,"(39.3490220,-76.5963340)"
699,699,2015-07-13 14:26:00,Medium,NE,NARCOTICSOutside,P151941709,1700 BLK HOMESTEAD ST,"(39.3204885,-76.5945596)"
700,700,2015-07-13 14:25:00,Low,ED,OTHER,P151941710,3900 PULASKI HY,"(39.2968916,-76.5638947)"
701,701,2015-07-13 14:27:00,High,ED,ARMED PERSON,P151941711,E OLIVER ST/AISQUITH ST,"(39.307174,-76.602344)"
702,702,2015-07-13 14:27:00,Medium,NE,FAMILY DISTURB,P151941712,1300 STONEWOOD RD,"(39.3490220,-76.5963340)"
703,703,2015-07-13 14:28:00,Medium,ED,911/NO  VOICE,P151941714,3900 PULASKI HY,"(39.2968916,-76.5638947)"
704,704,2015-07-13 14:28:00,Medium,SE,911/NO  VOICE,P151941715,6200 E LOMBARD ST,"(39.2960769,-76.5409324)"
705,705,2015-07-13 14:28:00,Low,SW,AUTO ACCIDENT,P151941716,1000 HILTON PY,"(39.2903848,-76.6121893)"
706,706,2015-07-13 14:27:00,Non-Emergency,ED,FOLLOW UP,P151941717,1500 AISQUITH ST,"(39.3076030,-76.6026250)"
707,707,2015-07-13 14:29:00,Non-Emergency,WD,Foot  Patrol,P151941718,1500 BLK W BALTIMORE ST,"(39.2886470,-76.6411320)"
708,708,2015-07-13 14:30:00,High,WD,Traffic Stop,P151941719,S FULTON AV/W PRATT ST,"(39.285244,-76.645029)"
709,709,2015-07-13 14:29:00,Low,NE,HIT AND RUN,P151941720,5000 MORELLO RD,"(39.3498189,-76.5704570)"
710,710,2015-07-13 14:30:00,Low,ED,AUTO ACCIDENT,P151941721,1000 HILLEN ST,"(39.2954935,-76.6074153)"
711,711,2015-07-13 14:29:00,Medium,SD,SUSPICIOUS PERS,P151941722,1800 WASHINGTON BL,"(39.2760102,-76.6441126)"
712,712,2015-07-13 14:29:00,Low,ED,WANTED ON WARR,P151941724,400 E PRESTON ST,"(39.3047587,-76.6103617)"
713,713,2015-07-13 14:27:00,High,ED,AUTO ACC/INJURY,P151941725,HILLEN ST/COLVIN ST,"(39.295874,-76.606867)"
714,714,2015-07-13 14:29:00,Low,CD,UNKNOWN TROUBLE,P151941728,200 N PACA ST,"(39.2918833,-76.6226802)"
715,715,2015-07-13 14:32:00,High,WD,Traffic Stop,P151941729,1900 W NORTH AV,"(39.3100225,-76.6482806)"
716,716,2015-07-13 14:28:00,Low,NE,HIT AND RUN,P151941730,2700 ST LO DR,"(39.3187818,-76.5871623)"
717,717,2015-07-13 14:30:00,Low,NW,OTHER,P151941731,3300 W COLD SPRING LN,"(39.3366870,-76.6746129)"
718,718,2015-07-13 14:33:00,Low,ED,Transport,P151941732,1000 ARMISTEAD WY,"(39.3037317,-76.5485555)"
719,719,2015-07-13 14:32:00,Low,SW,AUTO ACCIDENT,P151941733,EDMONDSON AV/LYNDHURST ST,"(39.293767,-76.680634)"
720,720,2015-07-13 14:34:00,Medium,CW,Lab Request,P151941734,2700 MANHATTAN AV,"(39.3586120,-76.6740760)"
721,721,2015-07-13 14:29:00,Low,NE,AUTO ACCIDENT,P151941735,5900 PULASKI HY,"(39.3023950,-76.5475770)"
722,722,2015-07-13 14:34:00,Medium,NE,DISORDERLY,P151941737,5900 BELAIR RD,"(39.3457347,-76.5412260)"
723,723,2015-07-13 14:33:00,Medium,NW,911/NO  VOICE,P151941738,3300 W COLD SPRING LN,"(39.3366870,-76.6746129)"
724,724,2015-07-13 14:33:00,Non-Emergency,WD,Private Tow,P151941739,1500 W FAYETTE ST,"(39.2899075,-76.6412028)"
725,725,2015-07-13 14:33:00,Low,SW,AUTO ACCIDENT,P151941740,3800 EDMONDSON AV,"(39.2939463,-76.6797961)"
726,726,2015-07-13 14:33:00,Medium,SD,DISORDERLY,P151941741,800 GLADE CT,"(39.2297497,-76.6009878)"
727,727,2015-07-13 14:34:00,Medium,SD,911/NO  VOICE,P151941742,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
728,728,2015-07-13 14:33:00,High,SW,AUTO ACC/INJURY,P151941743,EDMONDSON AV/LYNDHURST ST,"(39.293767,-76.680634)"
729,729,2015-07-13 14:34:00,Medium,NW,911/NO  VOICE,P151941744,5700 PARK HEIGHTS AV,"(39.3530484,-76.6864838)"
730,730,2015-07-13 15:33:00,Medium,NE,DISORDERLY,P151941969,2500 HARFORD RD,"(39.3169740,-76.5954540)"
731,731,2015-07-13 15:30:00,Medium,WD,DISORDERLY,P151941970,1300 N GILMOR ST,"(39.3032345,-76.6432080)"
732,732,2015-07-13 15:35:00,Medium,NE,911/NO  VOICE,P151941972,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
733,733,2015-07-13 15:33:00,Medium,SW,FAMILY DISTURB,P151941973,3100 WESTMONT CT,"(39.3014713,-76.6698256)"
734,734,2015-07-13 15:34:00,Medium,ED,LARCENCY,P151941974,2000 HARFORD RD,"(39.3130322,-76.5990284)"
735,735,2015-07-13 15:35:00,Low,SE,AUTO ACCIDENT,P151941975,100 N BROADWAY,"(39.2929610,-76.5945890)"
736,736,2015-07-13 15:31:00,Medium,NE,NARCOTICSOutside,P151941976,BELAIR RD/BRENDAN AV,"(39.323353,-76.571308)"
737,737,2015-07-13 15:37:00,High,SD,Field Interview,P151941977,WATERVIEW AV/POTEE ST,"(39.253528,-76.617911)"
738,738,2015-07-13 15:37:00,Medium,ND,BURGLARY,P151941978,3100 GUILFORD AV,"(39.3259446,-76.6133948)"
739,739,2015-07-13 15:38:00,Non-Emergency,SD,Repairs/Service,P151941979,100,"(39.3810499,-76.6572571)"
740,740,2015-07-13 15:36:00,Low,NW,CHANGE MIND,P151941980,WOODLAND AV/DELAWARE AV,"(39.345975,-76.669919)"
741,741,2015-07-13 15:37:00,Medium,ED,911/NO  VOICE,P151941981,600 N WOLFE ST,"(39.2972451,-76.5922121)"
742,742,2015-07-13 15:39:00,Medium,WD,911/NO  VOICE,P151941982,2000 ELGIN AV,"(39.3145450,-76.6501600)"
743,743,2015-07-13 15:39:00,Medium,SW,911/NO  VOICE,P151941983,PIQUETT LN/S ELLAMONT ST,"(39.282082,-76.670106)"
744,744,2015-07-13 15:36:00,Medium,NE,DISORDERLY,P151941984,2400 BELAIR RD,"(39.3189451,-76.5767775)"
745,745,2015-07-13 15:37:00,Medium,CD,911/NO  VOICE,P151941985,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
746,746,2015-07-13 15:40:00,Medium,SE,911/NO  VOICE,P151941986,100 N LUZERNE AV,"(39.2932710,-76.5807600)"
747,747,2015-07-13 15:40:00,Medium,ND,DISORDERLY,P151941987,4500 YORK RD,"(39.3432335,-76.6098188)"
748,748,2015-07-13 15:36:00,Low,SE,INTOXICATED PERS,P151941988,0 N POTOMAC ST,"(39.2922900,-76.5747871)"
749,749,2015-07-13 15:39:00,Medium,CD,911/NO  VOICE,P151941989,200 E REDWOOD ST,"(39.2890236,-76.6120963)"
750,750,2015-07-13 15:41:00,Medium,ND,911/NO  VOICE,P151941990,400 E 25TH ST,"(39.3180748,-76.6110777)"
751,751,2015-07-13 14:45:00,Non-Emergency,NW,Repairs/Service,P151941776,LEWIN SUB,"(,)"
752,752,2015-07-13 14:43:00,Medium,ND,COMMON ASSAULT,P151941777,100 W 29TH ST,"(39.3231493,-76.6188892)"
753,753,2015-07-13 14:45:00,Medium,NW,NARCOTICSOutside,P151941778,4400 MAINE AV,"(39.3292420,-76.6919710)"
754,754,2015-07-13 14:44:00,Medium,WD,DISORDERLY,P151941779,1600 N CALHOUN ST,"(39.3070676,-76.6425948)"
755,755,2015-07-13 14:44:00,Low,CD,AUTO ACCIDENT,P151941780,W MULBERRY ST/DIAMOND ST,"(39.293780,-76.623279)"
756,756,2015-07-13 14:46:00,Medium,NE,911/NO  VOICE,P151941781,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
757,757,2015-07-13 14:45:00,Medium,SD,911/NO  VOICE,P151941782,1100 RUSSELL ST,"(39.2792338,-76.6252434)"
758,758,2015-07-13 14:45:00,Medium,SD,FAMILY DISTURB,P151941783,0 PARKIN ST,"(39.2878917,-76.6306481)"
759,759,2015-07-13 14:46:00,Medium,SD,COMMON ASSAULT,P151941784,LIGHT RAIL - CAMDEN YARDS,"(39.284668,-76.619335)"
760,760,2015-07-13 14:45:00,Low,CD,AUTO ACCIDENT,P151941785,100 MARKET PL,"(39.2878661,-76.6068831)"
761,761,2015-07-13 14:47:00,Medium,CD,911/NO  VOICE,P151941786,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
762,762,2015-07-13 14:48:00,High,SE,Field Interview,P151941787,200 N CONKLING ST,"(39.2953420,-76.5680160)"
763,763,2015-07-13 14:46:00,Medium,NW,911/NO  VOICE,P151941788,3300 W COLD SPRING LN,"(39.3366870,-76.6746129)"
764,764,2015-07-13 14:47:00,Medium,NW,NARCOTICSOutside,P151941789,5300 BLK CUTHBERT AV,"(39.3476591,-76.6823463)"
765,765,2015-07-13 14:45:00,Medium,ND,MENTAL CASE,P151941790,ELLERSLIE AV/MCKEWIN AV,"(39.332665,-76.603868)"
766,766,2015-07-13 14:49:00,Medium,ND,911/NO  VOICE,P151941791,2500 W BELVEDERE AV,"(39.3535492,-76.6668878)"
767,767,2015-07-13 14:45:00,Medium,SE,911/NO  VOICE,P151941792,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
768,768,2015-07-13 14:49:00,Low,CD,INVESTIGATE,P151941793,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
769,769,2015-07-13 14:49:00,Low,NE,AUTO ACCIDENT,P151941794,5900 BLK PULASKI HY,"(39.3023950,-76.5475770)"
770,770,2015-07-13 14:49:00,Medium,CD,DISORDERLY,P151941795,S PRESIDENT ST/E LOMBARD ST,"(39.288203,-76.604966)"
771,771,2015-07-13 14:51:00,High,NW,SILENT ALARM,P151941796,3800 HOWARD PARK AV,"(39.3359565,-76.6964507)"
772,772,2015-07-13 14:48:00,Low,ND,FALSE PRETENSE,P151941797,1000 UPNOR RD,"(39.3577210,-76.5999609)"
773,773,2015-07-13 14:51:00,Medium,WD,911/NO  VOICE,P151941798,1800 W NORTH AV,"(39.3101074,-76.6465929)"
774,774,2015-07-13 14:52:00,Medium,ED,911/NO  VOICE,P151941799,500 E PRESTON ST,"(39.3048077,-76.6092968)"
775,775,2015-07-13 14:49:00,Medium,NW,BURGLARY,P151941800,3300 W GARRISON AV,"(39.3467220,-76.6748285)"
776,776,2015-07-13 14:52:00,Medium,NE,DISORDERLY,P151941801,2400 BELAIR RD,"(39.3189451,-76.5767775)"
777,777,2015-07-13 14:52:00,Medium,SW,911/NO  VOICE,P151941802,500 N ATHOL AV,"(39.2923579,-76.6893446)"
778,778,2015-07-13 14:50:00,Low,NE,AUTO ACCIDENT,P151941803,6500 PULASKI HY,"(39.3040459,-76.5409614)"
779,779,2015-07-13 14:51:00,Low,NE,TROUBLE UNKNOWN,P151941804,6500 PULASKI HY,"(39.3040459,-76.5409614)"
780,780,2015-07-13 14:46:00,Low,ND,CHECK WELL BEING,P151941805,1300 MORLING AV,"(39.3342880,-76.6380410)"
781,781,2015-07-13 14:55:00,Low,ND,OTHER,P151941806,2300 ST PAUL ST,"(39.3156240,-76.6156840)"
782,782,2015-07-13 14:54:00,Medium,NW,911/NO  VOICE,P151941807,2700 BOARMAN AV,"(39.3387644,-76.6658154)"
783,783,2015-07-13 14:55:00,Medium,CD,911/NO  VOICE,P151941808,0 N GREENE ST,"(39.2892172,-76.6236974)"
784,784,2015-07-13 14:56:00,Non-Emergency,SD,Repairs/Service,P151941809,100,"(39.3810499,-76.6572571)"
785,785,2015-07-13 14:55:00,Medium,NW,COMMON ASSAULT,P151941810,4000 LIBERTY HEIGHTS AV,"(39.3285480,-76.6853840)"
786,786,2015-07-13 14:55:00,Medium,CD,911/NO  VOICE,P151941811,0 S GREENE ST,"(39.2885206,-76.6236639)"
787,787,2015-07-13 14:55:00,Low,CD,INVESTIGATE,P151941812,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
788,788,2015-07-13 14:50:00,Medium,ND,911/NO  VOICE,P151941813,4700 YORK RD,"(39.3462852,-76.6098814)"
789,789,2015-07-13 14:52:00,Low,TRU,LARCENY F/AUTO,P151941814,2800 GATEHOUSE DR,"(39.3208124,-76.7088455)"
790,790,2015-07-13 14:55:00,Medium,ND,BURGLARY,P151941815,300 E 31ST ST,"(39.3262510,-76.6128440)"
791,791,2015-07-13 14:57:00,High,NW,Traffic Stop,P151941816,3000 W GARRISON AV,"(39.3488260,-76.6715370)"
792,792,2015-07-13 14:54:00,Medium,CD,COMMON ASSAULT,P151941817,0 W FRANKLIN ST,"(39.2951223,-76.6155361)"
793,793,2015-07-13 14:57:00,High,SW,Traffic Stop,P151941818,4100 BLK FREDERICK AV,"(39.2819620,-76.6834430)"
794,794,2015-07-13 14:55:00,Low,SW,TRAFFIC CONTROL,P151941819,500 BLK NORMANDY AV,"(39.2926010,-76.6818310)"
795,795,2015-07-13 14:57:00,Medium,ED,911/NO  VOICE,P151941820,500 E PRESTON ST,"(39.3048077,-76.6092968)"
796,796,2015-07-13 14:30:00,Low,ND,CK WELL BEING,P151941821,1300 MORLING AV,"(39.3342880,-76.6380410)"
797,797,2015-07-13 14:57:00,Non-Emergency,ED,30,P151941823,E FEDERAL ST/N LUZERNE AV,"(39.309011,-76.581506)"
798,798,2015-07-13 14:57:00,Medium,SD,911/NO  VOICE,P151941824,3100 SUN ST,"(39.2392430,-76.5839070)"
799,799,2015-07-13 14:58:00,Medium,ND,911/NO  VOICE,P151941825,SULGRAVE AV/NEWBURY ST,"(39.367423,-76.652097)"
800,800,2015-07-13 14:56:00,Low,NE,OTHER,P151941826,6100 MARIETTA AV,"(39.3592900,-76.5639300)"
801,801,2015-07-13 15:00:00,High,SD,SHOOTING,P151941827,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
802,802,2015-07-13 14:58:00,High,CD,HOLDUP ALARM,P151941829,300 W PRATT ST,"(39.2866613,-76.6198331)"
803,803,2015-07-13 15:00:00,Medium,SW,911/NO  VOICE,P151941830,4600 FREDERICK AV,"(39.2814825,-76.6924178)"
804,804,2015-07-13 14:59:00,Medium,NE,911/NO  VOICE,P151941832,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
805,805,2015-07-13 14:59:00,Medium,NW,911/NO  VOICE,P151941833,3300 W COLD SPRING LN,"(39.3366870,-76.6746129)"
806,806,2015-07-13 15:01:00,Non-Emergency,WD,Foot  Patrol,P151941834,N CAREY ST/LAURENS ST,"(39.303358,-76.638957)"
807,807,2015-07-13 14:56:00,Non-Emergency,SD,PRKG COMPLAINT,P151941836,400 BLK E RANDALL ST,"(39.2719980,-76.6081060)"
808,808,2015-07-13 15:00:00,Medium,ED,COMMON ASSAULT,P151941837,E LAFAYETTE AV/N MILTON AV,"(39.311127,-76.583005)"
809,809,2015-07-13 15:00:00,Medium,ND,911/NO  VOICE,P151941838,100 W 29TH ST,"(39.3231493,-76.6188892)"
810,810,2015-07-13 15:01:00,Medium,ED,911/NO  VOICE,P151941839,1200 E MONUMENT ST,"(39.2980925,-76.6019045)"
811,811,2015-07-13 15:01:00,Medium,ED,911/NO  VOICE,P151941840,600 N WOLFE ST,"(39.2972451,-76.5922121)"
812,812,2015-07-13 15:00:00,Medium,ND,DISORDERLY,P151941841,NB I 100 N AT W COLD SPRING LN,"(39.345141,-76.647026)"
813,813,2015-07-13 15:02:00,Medium,CW,Lab Request,P151941842,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
814,814,2015-07-13 15:00:00,Low,WD,DESTRUCT PROPTY,P151941843,1900 W LAFAYETTE AV,"(39.2989270,-76.6478560)"
815,815,2015-07-13 15:01:00,Medium,NE,DISORDERLY,P151941845,2400 BELAIR RD,"(39.3189451,-76.5767775)"
816,816,2015-07-13 15:02:00,Medium,ND,911/NO  VOICE,P151941846,100 W 29TH ST,"(39.3231493,-76.6188892)"
817,817,2015-07-13 15:00:00,Medium,SW,DISORDERLY,P151941847,HILLSHIRE RD/MOUNTVIEW RD,"(39.286384,-76.690797)"
818,818,2015-07-13 15:03:00,Medium,NW,DISORDERLY,P151941848,3500 DOLFIELD AV,"(39.3343395,-76.6733950)"
819,819,2015-07-13 15:05:00,Medium,CW,Lab Request,P151941849,2600 E FEDERAL ST,"(39.3092486,-76.5813506)"
820,820,2015-07-13 18:42:00,Medium,SE,DISORDERLY,P151942690,4700 EASTERN AV,"(39.2872630,-76.5564360)"
821,821,2015-07-13 18:44:00,Medium,ND,911/NO  VOICE,P151942691,700 DRUID PARK LAKE DR,"(39.3167175,-76.6304122)"
822,822,2015-07-13 18:44:00,Medium,NE,911/NO  VOICE,P151942692,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
823,823,2015-07-13 18:42:00,Low,ED,BAIL OUT,P151942693,E LAFAYETTE AV/N BROADWAY,"(39.310655,-76.594903)"
